NAME,B01003_001E,state_fips,county_fips,tract_code,GEOID,lat,lon,walkscore,bikescore,transitscore,description,status,error
"Census Tract 320, Allegan County, Michigan",5296.0,26,005,032000,26005032000,42.48331812807961,-85.60765857039259,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 321, Allegan County, Michigan",4517.0,26,005,032100,26005032100,42.442714489406356,-85.59593150225997,0.0,"{'description': 'Somewhat Bikeable', 'score': 14}",,Car-Dependent,success,
"Census Tract 322, Allegan County, Michigan",5601.0,26,005,032200,26005032200,42.76172490529985,-86.11707452871251,70.0,"{'description': 'Bikeable', 'score': 54}",,Very Walkable,success,
"Census Tract 324.01, Allegan County, Michigan",1684.0,26,005,032401,26005032401,42.747228598250594,-86.08497967935338,3.0,"{'description': 'Somewhat Bikeable', 'score': 34}",,Car-Dependent,success,
"Census Tract 324.02, Allegan County, Michigan",4217.0,26,005,032402,26005032402,42.712917432165234,-86.09552984627165,1.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 326, Allegan County, Michigan",1408.0,26,005,032600,26005032600,42.76300618666507,-86.14905912202664,9.0,"{'description': 'Bikeable', 'score': 54}",,Car-Dependent,success,
"Census Tract 9900, Allegan County, Michigan",0.0,26,005,990000,26005990000,42.59570079483404,-86.63472605944277,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 1.01, Alpena County, Michigan",1215.0,26,007,000101,26007000101,45.13671692207647,-83.7552621818614,0.0,"{'description': 'Somewhat Bikeable', 'score': 27}",,Car-Dependent,success,
"Census Tract 1.02, Alpena County, Michigan",3285.0,26,007,000102,26007000102,44.942992598970136,-83.72838121426705,0.0,"{'description': 'Somewhat Bikeable', 'score': 12}",,Car-Dependent,success,
"Census Tract 2, Alpena County, Michigan",4114.0,26,007,000200,26007000200,45.03591430511512,-83.58827409596017,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 3, Alpena County, Michigan",3431.0,26,007,000300,26007000300,45.12322035390109,-83.38376798250086,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 4, Alpena County, Michigan",2901.0,26,007,000400,26007000400,45.06802690958213,-83.41315979444046,21.0,"{'description': 'Bikeable', 'score': 50}",,Car-Dependent,success,
"Census Tract 5, Alpena County, Michigan",1866.0,26,007,000500,26007000500,45.0656980406361,-83.45300878207713,35.0,"{'description': 'Bikeable', 'score': 67}",,Car-Dependent,success,
"Census Tract 6, Alpena County, Michigan",3111.0,26,007,000600,26007000600,45.10327731818113,-83.49282807648687,0.0,"{'description': 'Somewhat Bikeable', 'score': 30}",,Car-Dependent,success,
"Census Tract 7, Alpena County, Michigan",3018.0,26,007,000700,26007000700,45.04226663511253,-83.51538040282816,0.0,"{'description': 'Somewhat Bikeable', 'score': 28}",,Car-Dependent,success,
"Census Tract 8, Alpena County, Michigan",3289.0,26,007,000800,26007000800,45.05419871613829,-83.44798093626399,58.0,"{'description': 'Somewhat Bikeable', 'score': 48}",,Somewhat Walkable,success,
"Census Tract 9, Alpena County, Michigan",2683.0,26,007,000900,26007000900,44.93367589048011,-83.41155957254611,1.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 9900, Alpena County, Michigan",0.0,26,007,990000,26007990000,45.02864588733111,-82.90160511412314,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 9601, Antrim County, Michigan",2758.0,26,009,960100,26009960100,45.13687752139289,-85.32222156480259,0.0,"{'description': 'Somewhat Bikeable', 'score': 20}",,Car-Dependent,success,
"Census Tract 9602, Antrim County, Michigan",3157.0,26,009,960200,26009960200,45.03933463865676,-85.02598844790228,0.0,"{'description': 'Somewhat Bikeable', 'score': 8}",,Car-Dependent,success,
"Census Tract 9603, Antrim County, Michigan",2826.0,26,009,960300,26009960300,45.03843051972358,-85.26852009611774,0.0,"{'description': 'Somewhat Bikeable', 'score': 2}",,Car-Dependent,success,
"Census Tract 9604.01, Antrim County, Michigan",897.0,26,009,960401,26009960401,44.94157666727117,-85.16251807369747,0.0,"{'description': 'Somewhat Bikeable', 'score': 17}",,Car-Dependent,success,
"Census Tract 9604.02, Antrim County, Michigan",2145.0,26,009,960402,26009960402,44.97521949088255,-85.20699212320498,52.0,"{'description': 'Somewhat Bikeable', 'score': 42}",,Somewhat Walkable,success,
"Census Tract 9605.01, Antrim County, Michigan",2006.0,26,009,960501,26009960501,44.92042109503659,-85.33753107901936,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 9605.02, Antrim County, Michigan",1328.0,26,009,960502,26009960502,44.88609895670093,-85.21109514683724,0.0,"{'description': 'Somewhat Bikeable', 'score': 11}",,Car-Dependent,success,
"Census Tract 9606, Antrim County, Michigan",3201.0,26,009,960600,26009960600,44.93193282063775,-85.3932128806175,3.0,"{'description': 'Somewhat Bikeable', 'score': 36}",,Car-Dependent,success,
"Census Tract 9607.01, Antrim County, Michigan",3194.0,26,009,960701,26009960701,44.912681644530636,-84.95221366844764,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 9607.02, Antrim County, Michigan",1915.0,26,009,960702,26009960702,44.897603194673664,-85.05168168253448,19.0,"{'description': 'Somewhat Bikeable', 'score': 2}",,Car-Dependent,success,
"Census Tract 9900, Antrim County, Michigan",0.0,26,009,990000,26009990000,45.07347345698188,-85.4276948800007,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 9701, Arenac County, Michigan",2207.0,26,011,970100,26011970100,44.12355045657885,-83.74938350452283,0.0,"{'description': 'Somewhat Bikeable', 'score': 28}",,Car-Dependent,success,
"Census Tract 9702, Arenac County, Michigan",3174.0,26,011,970200,26011970200,44.08941766610142,-84.06435215156843,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 9703, Arenac County, Michigan",2884.0,26,011,970300,26011970300,44.03617182017997,-83.90774053830648,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 9704, Arenac County, Michigan",2754.0,26,011,970400,26011970400,44.03729766922704,-83.63092698003526,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 9705, Arenac County, Michigan",3990.0,26,011,970500,26011970500,43.95572713075905,-83.95989307060574,10.0,"{'description': 'Somewhat Bikeable', 'score': 30}",,Car-Dependent,success,
"Census Tract 9900, Arenac County, Michigan",0.0,26,011,990000,26011990000,43.938004890937954,-83.69793625597005,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 9901, Arenac County, Michigan",0.0,26,011,990100,26011990100,44.11704241878222,-83.40917268787457,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 1, Baraga County, Michigan",4106.0,26,013,000100,26013000100,46.74290179093286,-88.23987536828838,0.0,"{'description': 'Somewhat Bikeable', 'score': 19}",,Car-Dependent,success,
"Census Tract 2, Baraga County, Michigan",4143.0,26,013,000200,26013000200,46.60538474274203,-88.47647462867177,0.0,"{'description': 'Somewhat Bikeable', 'score': 19}",,Car-Dependent,success,
"Census Tract 9901, Baraga County, Michigan",0.0,26,013,990100,26013990100,46.94727659510841,-88.24671842977757,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 101, Barry County, Michigan",5684.0,26,015,010100,26015010100,42.68095696342379,-85.13257732119894,0.0,"{'description': 'Somewhat Bikeable', 'score': 22}",,Car-Dependent,success,
"Census Tract 102, Barry County, Michigan",5800.0,26,015,010200,26015010200,42.72607860913507,-85.31004401305849,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 103.01, Barry County, Michigan",3866.0,26,015,010301,26015010301,42.712665182744026,-85.45083070348954,20.0,"{'description': 'Somewhat Bikeable', 'score': 7}",,Car-Dependent,success,
"Census Tract 103.02, Barry County, Michigan",5298.0,26,015,010302,26015010302,42.72976175494508,-85.49875519898227,0.0,"{'description': 'Somewhat Bikeable', 'score': 13}",,Car-Dependent,success,
"Census Tract 104.01, Barry County, Michigan",3375.0,26,015,010401,26015010401,42.551742907157355,-85.48450322994452,0.0,"{'description': 'Somewhat Bikeable', 'score': 1}",,Car-Dependent,success,
"Census Tract 104.03, Barry County, Michigan",3469.0,26,015,010403,26015010403,42.627379944684165,-85.48001651739638,0.0,"{'description': 'Somewhat Bikeable', 'score': 31}",,Car-Dependent,success,
"Census Tract 104.04, Barry County, Michigan",1688.0,26,015,010404,26015010404,42.665934443308686,-85.4994201583047,0.0,"{'description': 'Somewhat Bikeable', 'score': 30}",,Car-Dependent,success,
"Census Tract 105, Barry County, Michigan",3382.0,26,015,010500,26015010500,42.464780825168724,-85.48415699352276,0.0,"{'description': 'Somewhat Bikeable', 'score': 14}",,Car-Dependent,success,
"Census Tract 106.01, Barry County, Michigan",3631.0,26,015,010601,26015010601,42.47298578680653,-85.38768675279348,0.0,"{'description': 'Somewhat Bikeable', 'score': 9}",,Car-Dependent,success,
"Census Tract 106.02, Barry County, Michigan",2932.0,26,015,010602,26015010602,42.53118602664713,-85.35279633002075,0.0,"{'description': 'Somewhat Bikeable', 'score': 19}",,Car-Dependent,success,
"Census Tract 107, Barry County, Michigan",4811.0,26,015,010700,26015010700,42.50777576542943,-85.24947879562595,0.0,"{'description': 'Somewhat Bikeable', 'score': 22}",,Car-Dependent,success,
"Census Tract 108, Barry County, Michigan",3477.0,26,015,010800,26015010800,42.50615750932961,-85.13331684792433,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 113.01, Barry County, Michigan",4717.0,26,015,011301,26015011301,42.62113344614763,-85.28415491501218,6.0,"{'description': 'Somewhat Bikeable', 'score': 30}",,Car-Dependent,success,
"Census Tract 113.02, Barry County, Michigan",3730.0,26,015,011302,26015011302,42.641587881462776,-85.23506145114331,0.0,"{'description': 'Somewhat Bikeable', 'score': 21}",,Car-Dependent,success,
"Census Tract 114.01, Barry County, Michigan",2782.0,26,015,011401,26015011401,42.63414429358601,-85.37478379923836,4.0,"{'description': 'Somewhat Bikeable', 'score': 18}",,Car-Dependent,success,
"Census Tract 114.02, Barry County, Michigan",3372.0,26,015,011402,26015011402,42.65566233315053,-85.31728661467727,1.0,"{'description': 'Somewhat Bikeable', 'score': 26}",,Car-Dependent,success,
"Census Tract 2803, Bay County, Michigan",1306.0,26,017,280300,26017280300,43.60047790703679,-83.87704818310627,74.0,"{'description': 'Very Bikeable', 'score': 70}",,Very Walkable,success,
"Census Tract 2804, Bay County, Michigan",2646.0,26,017,280400,26017280400,43.59326816130218,-83.8777745119431,71.0,"{'description': 'Bikeable', 'score': 55}",,Very Walkable,success,
"Census Tract 2805, Bay County, Michigan",3145.0,26,017,280500,26017280500,43.595986309615164,-83.8626867853121,53.0,"{'description': 'Bikeable', 'score': 50}",,Somewhat Walkable,success,
"Census Tract 2806, Bay County, Michigan",2629.0,26,017,280600,26017280600,43.58475405573099,-83.87875221500764,65.0,"{'description': 'Somewhat Bikeable', 'score': 48}",,Somewhat Walkable,success,
"Census Tract 2807, Bay County, Michigan",3001.0,26,017,280700,26017280700,43.58026906374724,-83.89308026538207,60.0,"{'description': 'Very Bikeable', 'score': 73}",,Somewhat Walkable,success,
"Census Tract 2808, Bay County, Michigan",3803.0,26,017,280800,26017280800,43.57256477288382,-83.88153101285432,54.0,"{'description': 'Bikeable', 'score': 54}",,Somewhat Walkable,success,
"Census Tract 2809, Bay County, Michigan",2767.0,26,017,280900,26017280900,43.556732717471995,-83.89659039307166,23.0,"{'description': 'Somewhat Bikeable', 'score': 38}",,Car-Dependent,success,
"Census Tract 2810, Bay County, Michigan",3778.0,26,017,281000,26017281000,43.584401506488575,-83.90753127596182,60.0,"{'description': 'Bikeable', 'score': 55}",,Somewhat Walkable,success,
"Census Tract 2813, Bay County, Michigan",3003.0,26,017,281300,26017281300,43.61778892395521,-83.88277939866862,37.0,"{'description': 'Bikeable', 'score': 51}",,Car-Dependent,success,
"Census Tract 2851, Bay County, Michigan",3377.0,26,017,285100,26017285100,43.612259610977965,-83.84232564339602,41.0,"{'description': 'Somewhat Bikeable', 'score': 37}",,Car-Dependent,success,
"Census Tract 2852.01, Bay County, Michigan",5587.0,26,017,285201,26017285201,43.5871149882988,-83.77132944823768,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 2852.02, Bay County, Michigan",4094.0,26,017,285202,26017285202,43.625541429117085,-83.78582971248002,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 2853, Bay County, Michigan",4616.0,26,017,285300,26017285300,43.53221542767788,-83.7840386683386,1.0,"{'description': 'Somewhat Bikeable', 'score': 32}",,Car-Dependent,success,
"Census Tract 2854, Bay County, Michigan",3664.0,26,017,285400,26017285400,43.54420033012685,-83.97330909032546,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 2855, Bay County, Michigan",6874.0,26,017,285500,26017285500,43.584356779988546,-83.9841974097408,0.0,"{'description': 'Somewhat Bikeable', 'score': 42}",,Car-Dependent,success,
"Census Tract 2856, Bay County, Michigan",7178.0,26,017,285600,26017285600,43.61095647210467,-84.10839481688032,20.0,"{'description': 'Somewhat Bikeable', 'score': 32}",,Car-Dependent,success,
"Census Tract 2857, Bay County, Michigan",3793.0,26,017,285700,26017285700,43.62822892097917,-83.9899362289821,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 2858, Bay County, Michigan",5954.0,26,017,285800,26017285800,43.6171820638382,-83.92116603196787,43.0,"{'description': 'Somewhat Bikeable', 'score': 34}",,Car-Dependent,success,
"Census Tract 2859, Bay County, Michigan",5300.0,26,017,285900,26017285900,43.63870283186744,-83.8774454424456,8.0,"{'description': 'Somewhat Bikeable', 'score': 48}",,Car-Dependent,success,
"Census Tract 2860, Bay County, Michigan",2812.0,26,017,286000,26017286000,43.6707016478786,-83.91056597339718,9.0,"{'description': 'Somewhat Bikeable', 'score': 47}",,Car-Dependent,success,
"Census Tract 2861.01, Bay County, Michigan",3956.0,26,017,286101,26017286101,43.69623440981883,-84.08916818552566,8.0,"{'description': 'Somewhat Bikeable', 'score': 28}",,Car-Dependent,success,
"Census Tract 2861.02, Bay County, Michigan",3233.0,26,017,286102,26017286102,43.697887690776966,-83.96870189429791,25.0,"{'description': 'Somewhat Bikeable', 'score': 33}",,Car-Dependent,success,
"Census Tract 2862, Bay County, Michigan",5015.0,26,017,286200,26017286200,43.78331596134325,-84.04214588516889,0.0,"{'description': 'Somewhat Bikeable', 'score': 27}",,Car-Dependent,success,
"Census Tract 2863, Bay County, Michigan",3427.0,26,017,286300,26017286300,43.86825974553994,-83.97298669051978,13.0,"{'description': 'Somewhat Bikeable', 'score': 29}",,Car-Dependent,success,
"Census Tract 2864, Bay County, Michigan",2346.0,26,017,286400,26017286400,43.91124947494727,-84.10572980483221,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 2865, Bay County, Michigan",1909.0,26,017,286500,26017286500,43.6019266393478,-83.88056202873832,63.0,"{'description': 'Very Bikeable', 'score': 73}",,Somewhat Walkable,success,
"Census Tract 2866, Bay County, Michigan",4837.0,26,017,286600,26017286600,43.60662670945351,-83.9016672709653,72.0,"{'description': 'Bikeable', 'score': 60}",,Very Walkable,success,
"Census Tract 9900, Bay County, Michigan",0.0,26,017,990000,26017990000,43.75916119337144,-83.80950919785201,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 1.01, Benzie County, Michigan",4973.0,26,019,000101,26019000101,44.71382923568881,-85.86434622580259,1.0,"{'description': 'Somewhat Bikeable', 'score': 17}",,Car-Dependent,success,
"Census Tract 1.02, Benzie County, Michigan",3093.0,26,019,000102,26019000102,44.586748836124094,-85.90490234982926,0.0,"{'description': 'Somewhat Bikeable', 'score': 5}",,Car-Dependent,success,
"Census Tract 2, Benzie County, Michigan",3036.0,26,019,000200,26019000200,44.70847548579346,-86.01430843184373,0.0,"{'description': 'Somewhat Bikeable', 'score': 6}",,Car-Dependent,success,
"Census Tract 3, Benzie County, Michigan",1871.0,26,019,000300,26019000300,44.67259523769841,-86.16101365993329,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 4, Benzie County, Michigan",1885.0,26,019,000400,26019000400,44.645835942275426,-86.22428695976434,4.0,"{'description': 'Somewhat Bikeable', 'score': 5}",,Car-Dependent,success,
"Census Tract 5, Benzie County, Michigan",3068.0,26,019,000500,26019000500,44.566364162512784,-86.12012947014959,0.0,"{'description': 'Somewhat Bikeable', 'score': 10}",,Car-Dependent,success,
"Census Tract 9900, Benzie County, Michigan",0.0,26,019,990000,26019990000,44.648898536915596,-86.50209916351112,0.0,"{'description': 'Somewhat Bikeable', 'score': 25}",,Car-Dependent,success,
"Census Tract 3, Berrien County, Michigan",1627.0,26,021,000300,26021000300,42.122474418013816,-86.43601823695595,12.0,"{'description': 'Somewhat Bikeable', 'score': 23}",,Car-Dependent,success,
"Census Tract 4, Berrien County, Michigan",1939.0,26,021,000400,26021000400,42.11402105868326,-86.45852624366913,59.0,"{'description': 'Somewhat Bikeable', 'score': 46}",,Somewhat Walkable,success,
"Census Tract 5, Berrien County, Michigan",2204.0,26,021,000500,26021000500,42.1050705840174,-86.44879520723859,47.0,"{'description': 'Bikeable', 'score': 50}",,Car-Dependent,success,
"Census Tract 6, Berrien County, Michigan",3050.0,26,021,000600,26021000600,42.09801279358336,-86.4481816964755,28.0,"{'description': 'Bikeable', 'score': 55}",,Car-Dependent,success,
"Census Tract 7, Berrien County, Michigan",2914.0,26,021,000700,26021000700,42.08488063549313,-86.46519600371627,18.0,"{'description': 'Somewhat Bikeable', 'score': 41}",,Car-Dependent,success,
"Census Tract 8.01, Berrien County, Michigan",2151.0,26,021,000801,26021000801,42.10921361396012,-86.48774479507968,71.0,"{'description': 'Bikeable', 'score': 56}",,Very Walkable,success,
"Census Tract 8.02, Berrien County, Michigan",2733.0,26,021,000802,26021000802,42.10177256253985,-86.47984718092704,72.0,"{'description': 'Somewhat Bikeable', 'score': 24}",,Very Walkable,success,
"Census Tract 9, Berrien County, Michigan",2037.0,26,021,000900,26021000900,42.077190607345514,-86.49492876125929,45.0,"{'description': 'Somewhat Bikeable', 'score': 38}",,Car-Dependent,success,
"Census Tract 10, Berrien County, Michigan",1791.0,26,021,001000,26021001000,42.090379748234255,-86.47879602490744,48.0,"{'description': 'Somewhat Bikeable', 'score': 40}",,Car-Dependent,success,
"Census Tract 11, Berrien County, Michigan",4153.0,26,021,001100,26021001100,42.06180163739032,-86.47346111210527,22.0,"{'description': 'Somewhat Bikeable', 'score': 30}",,Car-Dependent,success,
"Census Tract 13, Berrien County, Michigan",2062.0,26,021,001300,26021001300,42.060383365144936,-86.50936532440689,4.0,"{'description': 'Somewhat Bikeable', 'score': 32}",,Car-Dependent,success,
"Census Tract 14, Berrien County, Michigan",4395.0,26,021,001400,26021001400,42.03669938220468,-86.50208699354378,2.0,"{'description': 'Somewhat Bikeable', 'score': 21}",,Car-Dependent,success,
"Census Tract 15, Berrien County, Michigan",3329.0,26,021,001500,26021001500,42.01292129772561,-86.53777562657898,4.0,"{'description': 'Somewhat Bikeable', 'score': 35}",,Car-Dependent,success,
"Census Tract 16, Berrien County, Michigan",2323.0,26,021,001600,26021001600,42.020896190763764,-86.49648487589492,34.0,"{'description': 'Somewhat Bikeable', 'score': 41}",,Car-Dependent,success,
"Census Tract 17, Berrien County, Michigan",4821.0,26,021,001700,26021001700,42.00957118113073,-86.48814678764307,8.0,"{'description': 'Somewhat Bikeable', 'score': 26}",,Car-Dependent,success,
"Census Tract 18, Berrien County, Michigan",5108.0,26,021,001800,26021001800,42.01956198132384,-86.42883967626858,3.0,"{'description': 'Somewhat Bikeable', 'score': 26}",,Car-Dependent,success,
"Census Tract 19, Berrien County, Michigan",2124.0,26,021,001900,26021001900,42.03234376066733,-86.3719946927034,3.0,"{'description': 'Somewhat Bikeable', 'score': 26}",,Car-Dependent,success,
"Census Tract 20, Berrien County, Michigan",3716.0,26,021,002000,26021002000,42.079754481105375,-86.44618354883427,29.0,"{'description': 'Somewhat Bikeable', 'score': 39}",,Car-Dependent,success,
"Census Tract 21, Berrien County, Michigan",2327.0,26,021,002100,26021002100,42.090833591727616,-86.42415686578649,38.0,"{'description': 'Somewhat Bikeable', 'score': 40}",,Car-Dependent,success,
"Census Tract 22, Berrien County, Michigan",2722.0,26,021,002200,26021002200,42.11267729424471,-86.41855916155463,14.0,"{'description': 'Somewhat Bikeable', 'score': 30}",,Car-Dependent,success,
